行政區域代碼,業者名稱店名,食品業者登錄字號,地址,評核結果
63000110,士林 萬麗酒店 R-bar,A-153751439-00005-0,臺北市士林區中山北路5段470巷8號,優
63000110,士林 萬麗酒店 士林廚房,A-153751439-00002-7,臺北市士林區中山北路5段470巷8號,優
63000110,士林 萬麗酒店 萬麗軒,A-153751439-00001-6,臺北市士林區中山北路5段470巷8號,優
63000020,饗饗餐廳 信義店,A-179955280-00142-0,臺北市信義區忠孝東路5段68號46樓,優
63000020,彭園會館 台北館,A-127973174-00001-9,臺北市信義區忠孝東路5段297號5樓,良
63000020,藏壽司 松高店,A-154669129-00022-4,臺北市信義區松高路16號B1,優
63000020,TGI Fridays星期五餐廳　松高店,A-123932928-00023-1,臺北市信義區松高路16號3樓,優
63000020,饗泰多餐廳 松高店,A-179955280-00127-3,臺北市信義區松高路16號3樓,優
63000020,德州牛排餐廳 松高店,A-154687739-00001-8,臺北市信義區松高路16號3樓,優
63000020,掌門精釀啤酒餐廳 松高店,A-152312692-00001-9,臺北市信義區松高路16號4樓,優
63000020,饗食天堂餐廳 信義店,A-179955280-00113-8,臺北市信義區松壽路12號6樓,優
63000020,兩餐年糕火鍋餐廳 信義店,A-169713432-00002-5,臺北市信義區松壽路12號4樓,良
63000080,臺北市景興國小-中原食品,A-122640634-00029-6,臺北市文山區景華街150巷21號,優
63000080,石二鍋-台北興隆店,A-161210008-00029-7,臺北市文山區興隆路4段149號1樓,優
63000120,大地酒店-喜歡廳,A-153952668-00006-8,臺北市北投區奇岩路1號,優
63000120,珍品軒-振興醫院店,A-200227204-00001-7,臺北市北投區振興街45號,優
63000120,桃源國民小學(宏遠國際餐飲股份有限公司),A-125094980-00007-2,臺北市北投區中央北路3段40巷45號,優
63000080,力行國民小學(宏遠國際餐飲股份有限公司),A-125094980-00036-4,臺北市文山區木新路3段155巷7號,優
63000110,木槿花,A-142735778-00002-3,臺北市士林區承德路5段55號,優
63000110,突厥,A-152660679-00003-2,臺北市士林區承德路5段55號,優
63000110,熊大廚,A-200162777-00001-0,臺北市士林區承德路5段55號,優
63000110,呀咪食堂,A-200151742-00001-0,臺北市士林區承德路5段55號,優
63000110,鼎豐Food,A-200123471-00001-8,臺北市士林區承德路5段55號,優
63000110,漢堡王-兒童新樂園,A-123309178-00043-8,臺北市士林區承德路5段55號,優
63000110,葡兒飛,A-180703050-00025-8,臺北市士林區承德路5段55號,優
63000110,義品院,A-199697368-00013-9,臺北市士林區承德路5段55號,優
63000060,臺北市立聯合醫院中興院區,A-400126705-00002-4,臺北市大同區鄭州路145號B1營養科,優
63000050,大戶屋-微風台北車站店,A-153089762-00024-4,臺北市中正區北平西路3號2樓,優
63000050,大戶屋-台北凱撒店,A-153089762-00017-6,臺北市中正區忠孝西路1段38號B1,優
63000040,彭園湘菜林森店,A-112465165-00001-9,臺北市中山區林森北路380號2、3樓,優
63000030,湘8老,A-154359481-00001-8,臺北市大安區安和路2段74巷8號,優
63000060,臺北市市立大同國小(統鮮美食股份有限公司),A-153691897-00037-6,臺北市大同區大龍街51號,優
63000020,鼎泰豐-台北101店,A-186125275-00006-0,臺北市信義區市府路45號B1,優
63000020,凱林鐵板燒-台北101店,A-169456052-00001-6,臺北市信義區市府路45號B1,優
63000020,雪嶽山-台北101店,A-153717587-00010-2,臺北市信義區市府路45號B1,優
63000020,阿官火鍋-台北101店,A-125003736-00054-3,臺北市信義區市府路45號B1,優
63000090,臺北市立聯合醫院忠孝醫院供膳場所、臺北市立聯合醫院忠孝院區附設護理之家,A-400126705-00006-8,臺北市南港區同德路87號B1營養科,優
63000090,凱鴻素食有限公司,A-189624042-00001-4,臺北市南港區松河街406號1樓,優
63000090,鉅登團膳食品有限公司,A-153323036-00000-3,臺北市南港區南港路3段80巷32號2樓,優
63000090,紅蕃茄自助餐-南港高工,A-124399710-00056-4,臺北市南港區興中路29號,良
63000080,遠百企業股份有限公司-景美分公司,A-105714195-00075-2,臺北市文山區景中街30巷12號,優
63000020,Q Burger 信義吳興店,A-191120573-00001-7,臺北市信義區吳興街281巷59號,優
63000030,國立臺灣師範大學附屬高級中學-富秝餐飲有限公司,A-200180197-00002-7,臺北市大安區信義路3段143號,優
63000020,有限責任臺北市立松山高級工農職業學校員生消費合作社,A-173992941-00001-3,臺北市信義區忠孝東路5段236巷15號自強樓B1,優
63000020,松山高中 黑金珠咖啡館,A-150657348-00002-8,臺北市信義區基隆路1段156號,優
63000020,Q Burger 信義信安店,A-190628186-00001-9,臺北市信義區信安街127號,優
63000020,誠品行旅-The Chapter,A-153931593-00001-7,臺北市信義區菸廠路98號1樓,優
63000020,誠品行旅-In Between,A-153931593-00002-8,臺北市信義區菸廠路98號2樓,優
63000070,駐外福星國小廚房-統鮮美食股份有限公司,A-153691897-00038-7,臺北市萬華區中華路1段66號,優
63000080,萬芳高中熱食部(連大莊企業有限公司),A-180529551-00006-9,臺北市文山區興隆路3段115巷1號,優
63000070,大理高中熱食部(連大莊企業有限公司),A-180529551-00010-4,臺北市萬華區長順街2號,優
63000070,華江高中早餐部(連大莊企業有限公司),A-180529551-00019-3,臺北市萬華區西藏路213號,優
63000070,華江高中熱食部(連大莊企業有限公司),A-180529551-00005-8,臺北市萬華區西藏路213號,優
63000070,Q Burger 萬華寶興店,A-200150834-00001-1,臺北市萬華區寶興街149號1樓,優
63000070,格萊天漾大飯店-12F,A-152810086-00005-3,臺北市萬華區艋舺大道101號12樓,優
63000070,格萊天漾大飯店-13F,A-152810086-00001-9,臺北市萬華區艋舺大道101號13樓,優
63000070,格萊天漾大飯店-14F,A-152810086-00002-0,臺北市萬華區艋舺大道101號14樓,優
63000070,格萊天漾大飯店-15F,A-152810086-00003-1,臺北市萬華區艋舺大道101號15樓,優
63000070,格萊天漾大飯店-16F,A-152810086-00004-2,臺北市萬華區艋舺大道101號16樓,優
63000050,環球敦品產後護理之家,A-177011217-00000-4,臺北市中正區中華路2段77號,優
63000050,台糖台北會館,A-103794905-00047-6,臺北市中正區中華路1段39號,優
63000070,Friday's-西門餐廳,A-123932928-00006-2,臺北市萬華區武昌街2段72號2樓,優
63000070,JAI宅,A-185107849-00004-4,臺北市萬華區武昌街2段50巷10號2樓,優
63000070,我!就厲害燒烤吃到飽 西門店,A-125100343-00001-7,臺北市萬華區漢中街127號4、5樓,優
63000070,成真咖啡-台北西門店,A-183294656-00001-2,臺北市萬華區漢口街2段53巷2號,優
63000060,朱媽媽小吃店,A-200079980-00001-3,臺北市大同區酒泉街10巷1號,優
63000070,Thai boat noodle original,A-200220411-00001-0,臺北市萬華區中華路2段8號,優
63000070,富宏牛肉麵,A-200173060-00001-7,臺北市萬華區洛陽街67號,優
63000070,威尼斯點心坊,A-101492756-00001-3,臺北市萬華區莒光路145號,良
63000060,ASI南洋風味館,A-200112607-00001-7,臺北市大同區酒泉街26之4號,良
63000060,坂京鍋燒麵,A-200079788-00001-9,臺北市大同區酒泉街10巷17號,優
63000060,21工房,A-116735133-00003-0,臺北市大同區酒泉街10巷25號,優
63000060,晶湯匙,A-112856563-00003-7,臺北市大同區承德路1段1號4樓,優
63000060,君城本家-重慶門市,A-154332478-00002-6,臺北市大同區重慶北路3段53號1樓,優
63000070,天天利美食坊,A-200110346-00001-5,臺北市萬華區漢中街32巷1號,良
63000110,四海遊龍-台北兒童新樂園,A-124293977-00170-9,臺北市士林區承德路5段55號,優
63000110,鴻屋蛋包飯,A-199697368-00014-0,臺北市士林區承德路5段55號,優
63000110,花蓮扁食-台北新兒童樂園,A-170837404-00006-7,臺北市士林區承德路5段55號,優
63000020,KADOKADO-台北101店,A-128310379-00001-2,臺北市信義區信義路5段7號89樓,優
63000040,Q Burger 中山天祥店,A-188141238-00001-4,臺北市中山區天祥路22號1樓,優
63000010,點水樓-南京店,A-127549234-00002-6,臺北市松山區南京東路4段61號,優
63000010,城市商旅-臺北南東館,A-202292788-00001-8,臺北市松山區南京東路411號B3-7樓,優
63000010,大來商旅（桃莉廚房）,A-112518228-00001-8,臺北市松山區長春路432號1-7樓,優
63000030,秀蘭 Gourmet,A-124322213-00001-8,臺北市大安區信義路2段198巷5之5號1樓,良
63000040,Q Burger 中山農安店,A-191041521-00001-2,臺北市中山區農安街170號1樓、地下室,優
63000100,內湖高中熱食部(連大莊企業有限公司),A-180529551-00012-6,臺北市內湖區文德路218號,良
63000100,湘之坊-內湖高工熱食部,A-199094649-00002-0,臺北市內湖區內湖路1段520號B1,優
63000100,Q Burger 內湖港墘店,A-188373216-00001-7,臺北市內湖區麗山街68巷16號1樓及地下室,優
63000100,好市多股份有限公司-內湖分公司,A-196972798-00011-7,臺北市內湖區舊宗路1段268號,優
63000100,士福美食股份有限公司,A-183475761-00000-9,臺北市內湖區新明路193、195號,優
63000040,柯達大飯店臺北一店,A-112398429-00000-6,臺北市中山區中山北路2段11巷1號,優
63000040,柯達大飯店臺北二店,A-170491824-00000-3,臺北市中山區中山北路2段139號,優
63000040,大戶屋-民權東路一段店,A-153089762-00030-1,臺北市中山區民權東路1段9號B1,優
63000040,大同高中熟食部(連大莊企業有限公司),A-180529551-00008-1,臺北市中山區長春路167號,優
63000060,Q Burger 大橋頭店,A-190094555-00001-6,臺北市大同區民權西路226號,優
63000060,成淵熱食部,A-180529551-00027-2,臺北市大同區承德路2段235號,優
63000060,成淵早餐部,A-180529551-00028-3,臺北市大同區承德路2段235號,優
63000060,臺北車站智選假日酒店,A-129050746-00000-1,臺北市大同區重慶北路1段73號,優
63000060,臺北市立啟聰學校,A-103771706-00001-0,臺北市大同區重慶北路3段320號,優
63000020,統鮮美食駐外雙永國小廚房,A-153691897-00040-0,臺北市信義區松山路287巷5號,優
63000030,美樂食餐飲-大安森林食堂,A-154651346-00001-3,臺北市大安區新生南路1段161之3號,優
63000030,驥園川菜餐廳,A-200114776-00001-6,臺北市大安區敦化南路1段324號B1,良
63000030,五月雪客家私房珍釀,A-125673165-00001-4,臺北市大安區敦化南路1段329巷16號,優
63000030,勺日zhuori,A-170805613-00001-9,臺北市大安區復興南路1段206號1樓,優
63000030,真的好海鮮餐廳,A-128671839-00001-3,臺北市大安區復興南路1段222號1樓、B1,良
63000030,BELLINI Caffe 臺北敦南店,A-116098275-00025-3,臺北市大安區敦化南路1段370號B1、B2,優
63000030,ULV Restaurant,A-200167496-00001-3,臺北市大安區敦化南路1段160巷18號1樓,優
63000030,Mamak檔忠孝店,A-180676602-00026-1,臺北市大安區敦化南路1段187巷72號1樓,優
63000030,莫宰羊精緻羊肉料理,A-128216918-00003-8,臺北市大安區新生南路3段28號,良
63000030,侍燒肉,A-190396290-00001-7,臺北市大安區敦化南路1段177巷22號1樓,優
63000030,梵燒肉,A-142990665-00001-0,臺北市大安區敦化南路1段235號2樓,優
63000030,橘色,A-113841505-00001-6,臺北市大安區大安路1段135號,優
63000030,不一樣乾麵,A-200125580-00001-1,臺北市大安區延吉街70巷5弄10號1樓,良
63000030,玉喜飯店,A-180530207-00001-4,臺北市大安區忠孝東路4段289號3-5樓,良
63000030,春申食府,A-150759197-00001-2,臺北市大安區仁愛路4段66號B1,優
63000030,謙安和,A-153933184-00003-7,臺北市大安區安和路1段127巷4號,優
63000030,LADY M 臺北旗艦店,A-142868475-00002-4,臺北市大安區光復南路240巷26號,優
63000030,蘭ORCHID,A-143670887-00001-2,臺北市大安區安和路2段83號,優
63000030,Indulge Bistro,A-129227955-00001-0,臺北市大安區復興南路1段219巷11號1樓,優
63000040,哈根達斯 - 美麗華,A-186384960-00019-2,臺北市中山區敬業三路20號1樓,優
63000040,點水樓 - 大直店,A-127549234-00015-0,臺北市中山區樂群三路299號3樓,優
63000040,涓豆腐 - 美麗華店,A-128841757-00039-2,臺北市中山區敬業三路20號3樓,優
63000040,壽司郎 - 美麗華,A-152929520-00018-1,臺北市中山區敬業三路20號2樓,優
63000040,添好運 - 美麗華店,A-154752668-00035-9,臺北市中山區敬業三路22號2樓,優
63000040,Fridays - 美麗華店,A-123932928-00012-9,臺北市中山區敬業三路22號2樓,良
63000040,駱姐正雞酒,A-170437940-00009-1,臺北市中山區敬業三路20號B1,優
63000040,新佳坡海南雞飯,A-191066022-00001-5,臺北市中山區敬業三路20號B1,優
63000040,軒記蚵仔煎,F-113830417-00005-5,臺北市中山區敬業三路20號B1,優
63000040,朱記餡餅粥店-美麗華,A-153095716-00055-4,臺北市中山區敬業三路20號B1,優
63000040,豆之味豆腐坊,A-128578518-00004-6,臺北市中山區敬業三路20號B1,優
63000040,Jamba Juice,A-154055473-00017-9,臺北市中山區敬業三路20號B1,優
63000040,酷聖石冰淇淋 - 美麗華,A-128459597-00014-2,臺北市中山區敬業三路20號B1,優
63000040,大心Express - 美麗華,A-153710347-00005-3,臺北市中山區敬業三路20號B1,優
63000040,杏桃鬆餅屋 - 大直美麗華店,A-150906000-00005-3,臺北市中山區敬業三路20號B1,優
63000040,靜岡勝政日式豬排 - 大直美麗華店,A-150906000-00011-0,臺北市中山區敬業三路20號B1,優
63000040,哈根達斯 - 美麗華影城,A-186384960-00015-8,臺北市中山區敬業三路20號,優
63000040,美琪蒙古烤肉,A-127337604-00001-1,臺北市中山區敬業三路20號5樓,優
63000040,Meat love - 美麗華,A-182813125-00001-9,臺北市中山區敬業三路20號5樓,優
63000040,時時香 - 美麗華店,A-153710347-00004-2,臺北市中山區敬業三路20號5樓,優
63000040,唐點小聚 - 美麗華店,A-155827835-00002-3,臺北市中山區敬業三路20號5樓,優
63000040,統鮮美食駐外永安國小廚房,A-153691897-00041-1,臺北市中山區明水路397巷19弄1號,優
63000040,BEPPIN PASTA - 美麗華,A-150906000-00001-9,臺北市中山區敬業三路20號5樓,優
63000040,大戶屋 - 美麗華店,A-153089762-00022-2,臺北市中山區敬業三路20號B1,優
63000040,溫野菜 - 美麗華店,A-142855289-00012-4,臺北市中山區敬業三路20號5樓,優
63000040,金色三麥 - 美麗華店,A-124692475-00001-8,臺北市中山區敬業三路20號5樓,優
63000030,開飯川食堂敦化店,A-179955280-00133-0,臺北市大安區敦化南路1段246號B2,優
63000030,鬍鬚張-台北通化店,A-122721208-00032-7,臺北市大安區通化街18號,優
63000010,Beimaru米三角日式飯糰專賣店,A-138567758-00001-8,臺北市松山區敦化北路153之1號 ,優
63000010,齒牛香牛肉麵,A-200163248-00001-4,臺北市松山區饒河街104號,良
63000010,君悅排骨-捷運南京店,A-186311094-00001-1,臺北市松山區慶城街23號,優
63000010,品麟生猛活海鮮,A-200152470-00001-9,臺北市松山區新東街60巷17號,良
63000010,戰醬燒肉,A-200240120-00001-9,臺北市松山區市民大道4段157號,良
63000010,王記府城肉粽,A-153111005-00002-6,臺北市松山區八德路2段374號1樓,優
63000010,はま寿司-南京復興店,A-154181892-00215-4,臺北市松山區南京東路3段270號,優
63000010,HOOTERS美式餐廳,A-180654972-00002-1,臺北市松山區慶城街18號、18號之1,優
63000010,蘿莎娜小廚房La Locanda,A-143700030-00001-6,臺北市松山區八德路3段12巷52弄18號1樓,優
63000010,御膳煲養生雞湯館,A-200249200-00001-7,臺北市松山區光復北路60巷17號,優
63000010,春水堂-慶城店,A-116881418-00004-9,臺北市松山區慶城街1號2樓,優
63000010,少點鹽健康餐盒專賣小巨蛋店,A-202305287-00001-7,臺北市松山區敦化北路120巷7弄5號,優
63000010,薺元小館,A-128203147-00001-6,臺北市松山區南京東路4段19號,優
63000010,君悅排骨-敦北店,A-113460049-00001-6,臺北市松山區敦化北路155巷2號1樓,優
63000010,犁園湯包館,A-125666072-00003-5,臺北市松山區南京東路3段256巷24號,良
63000010,鍋爸涮涮鍋-南京店,A-200119161-00001-9,臺北市松山區南京東路4段50號B1,良
63000010,花娘小館,A-200095305-00001-2,臺北市松山區敦化北路165巷15號,良
63000010,百八魚場-南京店,A-153112784-00035-7,臺北市松山區南京東路5段208號,良
63000010,醉楓園小館,A-120986441-00001-3,臺北市松山區八德路3段8巷5號1樓,良
63000010,吉品海鮮餐廳,A-127952760-00003-9,臺北市松山區敦化南路1段1號1樓,優
63000010,扶風堂,A-142848133-00001-2,臺北市松山區敦化北路165巷5號,優
63000010,中崙巧味亭日本料理,A-200233003-00001-1,臺北市松山區八德路3段84號,良
63000010,京鼎小館,A-183935619-00001-3,臺北市松山區敦化北路155巷13號,良
63000010,池上傳統便當,A-200077600-00001-0,臺北市松山區八德路4段53號1樓,良
63000010,上島咖啡-八德店,A-122662833-00008-8,臺北市松山區八德路3段32號1樓,優
63000010,三井料理美術館,A-127749845-00001-5,臺北市松山區敦化南路1段108號B1-1,優
63000010,米與多蜜-台北東興店,A-182773117-00005-9,臺北市松山區東興路23號1樓,優
63000010,珍蜜咖啡館,A-200166215-00001-1,臺北市松山區八德路3段2號1樓,優
63000010,磚窯古早味餐廳,A-173705997-00001-6,臺北市松山區敦化南路1段7之1號,良
63000090,鬍鬚張-台北永吉店,A-122721208-00006-8,臺北市南港區永吉路533號,優
63000090,開飯川食堂南港店,A-179955280-00124-0,臺北市南港區經貿二路186之1號C棟3樓,優
63000090,樂麵屋 (南港店),A-128514120-00008-9,臺北市南港區經貿二路166號A棟2樓,優
63000090,Q Burger 南港福德店,A-188359967-00001-4,臺北市南港區福德街312號1樓,優
63000090,悟饕池上飯包-台北南港店,A-172979786-00002-5,臺北市南港區南港路2段211號1樓,優
63000090,朱記餡餅粥店-南港中信店,A-153095716-00020-6,臺北市南港區經貿二路186之1號C棟3樓,優
63000090,雅悅會館文華館,A-184435578-00007-9,臺北市南港區經貿二路166號A棟3樓,優
63000110,富源號,A-200196585-00001-4,臺北市士林區文昌路28號1樓,良
63000110,番紅花印度美饌-天母店,A-128220173-00001-4,臺北市士林區天母東路38之6號,優
63000110,金蓬萊台菜餐廳,A-200126133-00001-6,臺北市士林區天母東路101號,優
63000110,風月涼麵,A-200245690-00001-6,臺北市士林區前港街30號,良
63000110,翡宴印度餐廳,A-153927824-00001-9,臺北市士林區天母東路50巷22之1號,良
63000110,豚王拉麵,A-153658314-00003-6,臺北市士林區天母東路50巷10弄2號,優
63000110,原味錄黑糖刨冰,A-200081765-00001-7,臺北市士林區天母東路50巷20之9號,良
63000110,倈得有限公司-天母分公司,A-128225043-00002-6,臺北市士林區中山北路7段31號,良
63000010,第一餐盒股份有限公司 (西松國小),A-128673689-00004-1,臺北市松山區南京東路5段123巷8弄與147巷交叉口,優
63000040,莫凡彼 - 美麗華店,A-127542696-00001-0,臺北市中山區敬業三路20號3樓,優
63000120,君城本家-石牌門市,A-154332478-00008-2,臺北市北投區石牌路2段64號,優
63000040,蘭軒中國菜-實踐大學店,A-200001145-00001-1,臺北市中山區大直街70號,優
63000110,阿德的店,A-200102922-00001-6,臺北市士林區光華路26巷8號,良
63000110,CINE CAFE,A-200105700-00001-3,臺北市士林區長春街12號,良
63000110,福勝亭-士林店,A-197301707-00271-2,臺北市士林區文林路438號,優
63000110,杏禹濃茶,A-202305058-00001-3,臺北市士林區中山北路6段822號,優
63000110,君城本家-芝山店,A-154332478-00009-3,臺北市士林區福國路70號,優
63000110,荖子鍋-家樂福天母店,F-200199956-00001-4,臺北市士林區德行西路47號1樓,優
63000110,典華雅聚-士林店,A-182856355-00000-0,臺北市士林區福華路114號,優
63000110,高麗味,A-200082194-00001-4,臺北市士林區忠誠路2段152號,優
63000110,洋蔥-天母店,A-128465893-00001-4,臺北市士林區忠誠路2段132號,良
63000110,青青食尚花園會館,A-112872178-00001-5,臺北市士林區至善路2段266巷32-64號,優
63000080,Q Burger 文山福興店,A-190577150-00001-3,臺北市文山區福興路45號,優
63000010,鬍鬚張-台北民生店,A-122721208-00007-9,臺北市松山區民生東路4段76號,優
63000030,國聯大飯店-北馥樓,A-112211114-00002-3,臺北市大安區光復南路200號2樓,優
63000030,麥當勞-台北新生,A-112411160-00834-9,臺北市大安區新生南路3段88之2號,優
63000030,人从众厚切牛排(台北永康店),A-142438460-00001-0,臺北市大安區永康街10巷2號,優
63000020,Wired TOKYO-統一時代店,A-189398566-00001-3,臺北市信義區忠孝東路5段8號5樓,優
63000020,米達人-統一時代店,A-145128707-00005-7,臺北市信義區忠孝東路5段8號B2,優
63000020,大戶屋-統一時代店,A-153089762-00021-1,臺北市信義區忠孝東路5段8號B2,優
63000020,首塢爾-統一時代店,A-153718045-00020-3,臺北市信義區忠孝東路5段8號B2,優
63000020,億長御坊-統一時代店,A-183160707-00008-8,臺北市信義區忠孝東路5段8號B2,優
63000020,北村豆腐家-統一時代店,A-128841757-00024-6,臺北市信義區忠孝東路5段8號B2,優
63000020,涓豆腐 -統一時代店,A-128841757-00058-3,臺北市信義區忠孝東路5段8號7樓,優
63000020,涮乃葉-統一時代店,A-127766105-00060-8,臺北市信義區忠孝東路5段8號3樓,優
63000040,鮨隆,A-200124535-00001-0,臺北市中山區新生北路2段60-5號1樓,優
63000050,山海樓,A-170847135-00004-7,臺北市中正區仁愛路2段94號,優
63000040,欣葉台菜創始店,A-112107610-00001-7,臺北市中山區雙城街34之1號1樓、2樓、B1,優
63000010,築間-台北三民店,A-183293333-00097-8,臺北市松山區三民路25號,優
63000010,釜山順豆腐-微風南京店,A-142493316-00001-1,臺北市松山區南京東路3段337號B2,優
63000010,和民手作廚房-微風南京店,A-127725371-00037-2,臺北市松山區南京東路3段337號B2,優
63000010,大心-台北松山機場店,A-180176590-00004-8,臺北市松山區敦化北路340之9號,優
63000010,WING CAFÉ-松山機場,A-189400818-00024-2,臺北市松山區敦化北路340之9號,優
63000010,好饗廚房-松山機場,A-189400818-00001-7,臺北市松山區敦化北路340之9號,優
63000010,品川蘭-松山機場,A-197301707-00267-7,臺北市松山區敦化北路340之9號2樓,優
63000010,SUBWAY-松山機場,A-200121256-00002-8,臺北市松山區敦化北路340之9號,優
63000010,翰林茶館-松山機場,A-184957153-00210-3,臺北市松山區敦化北路340之10號,優
63000060,西悠巢旅台北館,A-153597817-00001-4,臺北市大同區民生西路198號,優
63000110,臺北市立陽明教養院,A-128192021-00002-5,臺北市士林區凱旋路61巷4弄9號,優
63000110,KEY COFFEE天母新光三越,A-122175159-00002-2,臺北市士林區天母東路68號B1,優
63000110,就愛豐盛號,A-124929653-00000-8,臺北市士林區中正路223巷4號1樓,優
63000110,禾膳股份有限公司-士林餐飲場所(禾馨士林產後護理之家),A-150898254-00001-0,臺北市士林區中正路289之1號1樓,優
63000110,Q Burger 北投知行店,A-188307027-00001-4,臺北市士林區知行路249號,優
63000120,好市多股份有限公司北投分公司,A-196972798-00034-2,臺北市北投區立德路117號,優
63000120,大戶屋-新北投店,A-153089762-00034-5,臺北市北投區泉源路12號2樓之1,優
63000120,北投水美溫泉會館,A-113114499-00000-0,臺北市北投區光明路224號,優
63000110,統鮮美食駐外葫蘆國小廚房,A-153691897-00042-2,臺北市士林區環河北路3段95號,優
63000120,國際大旅舘,A-129697908-00001-9,臺北市北投區湖山路1段7號,優
63000120,Q Burger 北投懷德店,A-200222777-00001-7,臺北市北投區建民路161之5號1樓,優
63000110,臺北市立聯合醫院陽明院區 營養科供膳場所,A-400126705-00007-9,臺北市士林區雨聲街105號B1營養科,優
63000110,妻家房-天母SOGO,A-153718045-00027-0,臺北市士林區中山北路6段77號8樓,優
63000110,漢來海港-天母SOGO店,A-154830904-00001-2,臺北市士林區中山北路6段77號7樓,優
63000040,老爺會館 台北南西,A-112142980-00001-6,臺北市中山區南京西路1號8樓,良
63000040,大戶屋 誠品南西店,A-153089762-00042-4,臺北市中山區南京西路14號B1,優
63000040,大倉久和 歐風館,A-128469069-00003-5,臺北市中山區南京東路1段9號2樓,優
63000040,大倉久和 宴會廳,A-128469069-00005-7,臺北市中山區南京東路1段9號3樓,優
63000040,大倉久和  桃花林,A-128469069-00004-6,臺北市中山區南京東路1段9號2樓,優
63000040,大倉久和  山里,A-128469069-00006-8,臺北市中山區南京東路1段9號5樓,優
63000040,大倉久和  麵包廚,A-128469069-00010-3,臺北市中山區南京東路1段9號B2,優
63000040,大倉久和  點心廚,A-128469069-00007-9,臺北市中山區南京東路1段9號B2,優
63000030,麻醉坊,A-200137748-00001-0,臺北市大安區永康街37之2號,良
63000030,DA ANTONIO by隨意鳥地方（公企中心店）,A-150796340-00005-7,臺北市大安區金華街187號,優
63000030,歐嬤德式美食 金華店,A-182949278-00002-9,臺北市大安區金華街221號,優
63000030,草原風蒙古火鍋,A-185045751-00000-3,臺北市大安區永康街37巷18號,優
63000030,鴉埠咖啡,A-200154703-00001-0,臺北市大安區永康街41巷26號1樓,優
63000030,8% ice cafe,A-153928416-00001-7,臺北市大安區永康街23巷6號1樓,優
63000030,成真咖啡-台北永康店,A-126223646-00001-0,臺北市大安區永康街37巷6號,優
63000030,MR Energy 能量先生-台北東門店,A-179847706-00001-7,臺北市大安區金山南路2段7號,優
63000030,饃饃噠商行,A-200230798-00001-9,臺北市大安區金山南路2段25之1號1樓,優
63000030,魚鼎食場,A-200192713-00001-3,臺北市大安區永康街53號,良
63000030,鑫華小吃店,A-194901616-00001-5,臺北市大安區愛國東路101號,良
63000030,好公道金雞園,A-126256168-00000-4,臺北市大安區永康街28之1號,良
63000030,無一物海產粥,A-200192943-00001-8,臺北市大安區金華街183巷22號,良
63000030,Muko Brunch,A-200209386-00001-8,臺北市大安區金華街183巷8號,優
63000030,Petit Doux 微兜 永康店,A-124692475-00019-7,臺北市大安區信義路2段198巷7之3號1樓,優
63000030,福圓號-永康門市,A-154355725-00026-2,臺北市大安區信義路2段248號1樓,優
63000070,家樂福桂林店-即食熟食區,A-122662550-00000-6,臺北市萬華區桂林路1號3樓,優
63000070,北村豆腐家,A-128841757-00072-9,臺北市萬華區桂林路1號,優
63000030,空中咖啡館,A-200230513-00000-3,臺北市大安區金山南路2段85巷7號,優
63000030,頂尖高手夢幻鹹酥雞,A-110354184-00001-5,臺北市大安區永康街15號之8,優
63000030,豆豆里-永康旗艦店,A-183166884-00001-3,臺北市大安區永康街2巷7號,優
63000030,雲鼎阿二麻辣,A-183798565-00001-0,臺北市大安區永康街6巷13號,優
63000030,府岸海產城,A-177875825-00001-8,臺北市大安區永康街8巷7號1樓,優
63000030,府城台南美食,A-152602658-00001-3,臺北市大安區永康街8之1號,良
63000030,五燈獎,A-190749180-00001-7,臺北市大安區永康街14巷3號1樓,優
63000030,食藝手創,A-152596425-00001-7,臺北市大安區永康街13巷5號,優
63000040,新葡苑-台北中山店,A-127717442-00001-3,臺北市中山區中山北路2段24之3號,優
63000030,大來小館,A-126232286-00001-0,臺北市大安區永康街7巷2號,優
63000030,朱記餡餅粥-永康店,A-153095716-00037-4,臺北市大安區永康街6巷10號,優
63000030,誠記越南麵食館,A-127157715-00001-4,臺北市大安區永康街6巷1號及1之1號,良
63000030,Saizeriya薩莉亞義大利料理餐廳-師大店,A-128854801-00002-6,臺北市大安區和平東路1段129之1號,優
63000030,享鴨台北金山南店,A-184630426-00485-8,臺北市大安區金山南路2段2號2樓,優
63000030,馬辣復興店,A-150895382-00000-8,臺北市大安區復興南路1段152~162號4樓,優
63000030,65咖啡,A-200192407-00001-3,臺北市大安區金華街179號,優
63000030,永康刀削麵,A-200200892-00001-1,臺北市大安區永康街10巷5號,優
63000030,八方雲集 大安金山南店,A-170472679-00859-2,臺北市大安區金山南路2段8號,優
63000030,牡丹,A-127524228-00001-1,臺北市大安區四維路52巷17號,優
63000030,台北馥敦飯店復南館,A-180506001-00000-8,臺北市大安區復興南路2段41號,良
63000070,爭鮮-桂林家樂福店,A-197286918-00033-4,臺北市萬華區桂林路1號,優
63000030,慕軒飯店 Gustoso義大利餐廳,A-154180182-00000-7,臺北市大安區敦化南路1段331號2樓,優
63000040,丹迪旅店-台北天津,A-111087209-00000-6,臺北市中山區中山北路1段135巷13號,優
63000030,柯達大飯店-台北敦南,A-153362678-00000-8,臺北市大安區敦化南路2段238號,優
